title,url,category,price,count_review,address,count_photo,rating,rating_by_category,normalized_rating
"Гостевой комплекс ""Хуторок""",https://www.tripadvisor.ru/Hotel_Review-g608960-d4046121-Reviews-Hutorok_Guest_Complex-Anapa_Krasnodar_Krai_Southern_District.html,Вилла,,38,"Пионерский проспект 270, Анапа 353456 Россия",43,3.5,2.7,0.8793644934767849
Avdallini Golden Bay,https://www.tripadvisor.ru/Hotel_Review-g608960-d12539298-Reviews-Avdallini_Golden_Bay-Anapa_Krasnodar_Krai_Southern_District.html,Отель,2000.0,13,"Пионерский проспект, 3E, Анапа 353450 Россия",33,3.5,0.7891149115731817,0.7891149115731817
Пляжный поселок,https://www.tripadvisor.ru/Hotel_Review-g608960-d6570928-Reviews-Beach_Village-Anapa_Krasnodar_Krai_Southern_District.html,Летний домик/кемпинг,,20,"Пионерский проспект, 5, Анапа 353444 Россия",12,4.0,2.8,0.8782694682542938
"Гостиничный комплекс ""Ява""",https://www.tripadvisor.ru/Hotel_Review-g608960-d5085122-Reviews-Yava_Hotel_Complex-Anapa_Krasnodar_Krai_Southern_District.html,Коттедж,,8,"пр-д Малый, 1, Анапа 353417 Россия",9,4.0,2.5294117647058822,0.8376810801696993
Фрегат,https://www.tripadvisor.ru/Hotel_Review-g608960-d2334513-Reviews-Fregat-Anapa_Krasnodar_Krai_Southern_District.html,Небольшой отель,,14,"Черноморская улица, д. 15/1 ул. Терская, 22/1, Анапа 353410 Россия",0,4.5,1.1641509433962265,0.9420420420420421
Бэлль,https://www.tripadvisor.ru/Hotel_Review-g608960-d6835259-Reviews-B_ll-Anapa_Krasnodar_Krai_Southern_District.html,Небольшой отель,,4,"ул. Терская, д. 111, Анапа 353440 Россия",0,5.0,1.0754716981132075,1.012012012012012
Boutique Hotel Picasso,https://www.tripadvisor.ru/Hotel_Review-g608960-d12569555-Reviews-Boutique_Hotel_Picasso-Anapa_Krasnodar_Krai_Southern_District.html,Небольшой отель,,14,"улица Славная 25 А, Анапа 353456 Россия",0,4.0,1.0641509433962264,0.842042042042042
Хостел Лето,https://www.tripadvisor.ru/Hotel_Review-g608960-d10210827-Reviews-Leto_Hostel-Anapa_Krasnodar_Krai_Southern_District.html,Хостел,,5,"ул. Крымская 182, Анапа 353440 Россия",5,5.0,1.5482456140350875,1.022602268429279
"Гостиница ""Роза ветров""",https://www.tripadvisor.ru/Hotel_Review-g608960-d4541136-Reviews-Roza_Vetrov_Hotel-Anapa_Krasnodar_Krai_Southern_District.html,Небольшой отель,,9,"Пионерский проспект, 103, Анапа 353410 Россия",0,4.0,0.969811320754717,0.827027027027027
Атлантида,https://www.tripadvisor.ru/Hotel_Review-g608960-d3681124-Reviews-Atlantida_Hotel-Anapa_Krasnodar_Krai_Southern_District.html,Небольшой отель,,23,"пер. Кордонный, 1-и, Анапа 353440 Россия",5,3.5,1.195690659212672,0.7766563224833332
Апарт Отель Онегин,https://www.tripadvisor.ru/Hotel_Review-g608960-d14189890-Reviews-Apart_Hotel_Onegin-Anapa_Krasnodar_Krai_Southern_District.html,B&B/мини-отель,,8,"ул. Таманская 24 в, Анапа 353440 Россия",32,4.0,2.8,0.872582445875314
"Гостевой дом ""Ясон""",https://www.tripadvisor.ru/Hotel_Review-g608960-d6620777-Reviews-Yason-Anapa_Krasnodar_Krai_Southern_District.html,Небольшой отель,,17,"Терская ул., 52, Анапа 353440 Россия",14,4.0,1.2935942231539714,0.8722953606109903
Отель Джемете,https://www.tripadvisor.ru/Hotel_Review-g608960-d3702356-Reviews-Djemete_Hotel-Anapa_Krasnodar_Krai_Southern_District.html,Курорт особого типа,,117,"Пионерский проспект, 103, Анапа 353440 Россия",106,3.5,3.0,1.212201123733749
Гостевой дом БуСолей,https://www.tripadvisor.ru/Hotel_Review-g608960-d6729645-Reviews-Beausoleil_guesthouse-Anapa_Krasnodar_Krai_Southern_District.html,Гостевой дом,,5,"улица Видная, дом 33, Анапа 353456 Россия",19,4.0,1.0393162393162394,0.8438465779892184
Allura,https://www.tripadvisor.ru/Hotel_Review-g608960-d20902936-Reviews-Allura-Anapa_Krasnodar_Krai_Southern_District.html,Отель,,3,"Пионерский проспект 47/7, Анапа 353456 Россия",0,5.0,1.009009009009009,1.009009009009009
"Гостевой дом ""Флоренция""",https://www.tripadvisor.ru/Hotel_Review-g608960-d10319830-Reviews-Guest_House_Florentsiya-Anapa_Krasnodar_Krai_Southern_District.html,Гостевой дом,,3,"ул. Красноармейская, 25, Анапа 353440 Россия",0,5.0,1.0461538461538462,1.009009009009009
"Отель ""Гармония""",https://www.tripadvisor.ru/Hotel_Review-g608960-d6209324-Reviews-Garmonia_Hotel-Anapa_Krasnodar_Krai_Southern_District.html,Лодж,,4,"Крымская ул., 170, Анапа 353440 Россия",0,5.0,1.25,1.012012012012012
Земфира,https://www.tripadvisor.ru/Hotel_Review-g608960-d6839134-Reviews-Zemfira-Anapa_Krasnodar_Krai_Southern_District.html,Гостевой дом,,5,"ул. Горького, 81, Анапа 353440 Россия",0,4.5,0.976923076923077,0.915015015015015
Lemoni Hotel,https://www.tripadvisor.ru/Hotel_Review-g608960-d21010565-Reviews-Lemoni_Hotel-Anapa_Krasnodar_Krai_Southern_District.html,Отель,,8,"Пионерский проспект, 257К, Анапа 353456 Россия",5,4.0,0.8316112774382881,0.8316112774382881
Голден Леди,https://www.tripadvisor.ru/Hotel_Review-g608960-d6716225-Reviews-Golden_Lady-Anapa_Krasnodar_Krai_Southern_District.html,Хостел,,4,"ул. Гоголя, 70, Анапа 353440 Россия",0,4.5,1.2333333333333334,0.912012012012012
Ностальжи,https://www.tripadvisor.ru/Hotel_Review-g608960-d2334917-Reviews-Nostalgie-Anapa_Krasnodar_Krai_Southern_District.html,Небольшой отель,,4,"пр. Пионерский, д. 225а Dzhemete Settlement, Анапа 353440 Россия",0,5.0,1.0754716981132075,1.012012012012012
Гостевой дом Арди,https://www.tripadvisor.ru/Hotel_Review-g608960-d15014008-Reviews-Guest_House_Ardi-Anapa_Krasnodar_Krai_Southern_District.html,Гостиница особого типа,,3,"Проезд Комсомольский, 19, Анапа 353454 Россия",0,5.0,1.1,1.009009009009009
Пансионат Высокий берег,https://www.tripadvisor.ru/Hotel_Review-g608960-d3702911-Reviews-Vysokiy_Bereg_Hotel-Anapa_Krasnodar_Krai_Southern_District.html,Российский пансионат,,26,"ул. Ивана Голубца, 2, Анапа 353440 Россия",27,3.5,0.9157288691530981,0.8190492465151039
Золотая Миля,https://www.tripadvisor.ru/Hotel_Review-g608960-d6818748-Reviews-Zolotaya_Milya-Anapa_Krasnodar_Krai_Southern_District.html,Отель,,30,"ул. Кирова, 21д, Анапа 353440 Россия",14,4.0,0.9113343996500294,0.9113343996500294
Гостевой дом Терская 33,https://www.tripadvisor.ru/Hotel_Review-g608960-d6885988-Reviews-Guest_House_Terskaya_33-Anapa_Krasnodar_Krai_Southern_District.html,Пансионат (B&B/мини-отель),,5,"ул. Терская, 33А, Анапа 353440 Россия",11,4.5,1.9357142857142855,0.9317069725263959
"Гостевой дом ""Танго""",https://www.tripadvisor.ru/Hotel_Review-g608960-d12615005-Reviews-Guest_House_Tango-Anapa_Krasnodar_Krai_Southern_District.html,Небольшой отель,1990.0,2,"ул. Крепостная, 19, Анапа 353440 Россия",0,5.0,1.0377358490566038,1.006006006006006
Hostel More,https://www.tripadvisor.ru/Hotel_Review-g608960-d15008228-Reviews-Hostel_More-Anapa_Krasnodar_Krai_Southern_District.html,Хостел,1500.0,2,"Ul. 40 Let Pobedy, 34 5 Etazh, Анапа 353454 Россия",0,5.0,1.1666666666666667,1.006006006006006
"Гостиничный комплекс ""Альбатрос""",https://www.tripadvisor.ru/Hotel_Review-g608960-d3701494-Reviews-Albatross_Hotel-Anapa_Krasnodar_Krai_Southern_District.html,Лодж,,6,"ул. Горького, 9а ул. Гребенская, 3а, Анапа 353451 Россия",0,4.5,1.275,0.9180180180180181
Бухта-Барахта,https://www.tripadvisor.ru/Hotel_Review-g608960-d17821207-Reviews-Buhta_Barahta-Anapa_Krasnodar_Krai_Southern_District.html,Коттедж,,5,"Пионерский проспект, 257e, Анапа 353456 Россия",0,4.0,1.625,0.815015015015015
Золотые Пески,https://www.tripadvisor.ru/Hotel_Review-g608960-d6438344-Reviews-Zolotiye_Peski-Anapa_Krasnodar_Krai_Southern_District.html,Российский пансионат,,5,"Пионерский проспект, 32, Анапа 353456 Россия",27,4.5,1.0667646506973545,0.9559861834520408
"Гостевой дом ""Магнолия""",https://www.tripadvisor.ru/Hotel_Review-g8651316-d6377718-Reviews-Magnolia-Nizhneye_Dzhemete_Anapa_Krasnodar_Krai_Southern_District.html,Гостевой дом,,3,"Пионерский пр-т, 213, Нижнее Джемете, Анапа 353440 Россия",17,4.5,1.0914529914529914,0.9348056706175067
Green Park,https://www.tripadvisor.ru/Hotel_Review-g608960-d14029681-Reviews-Green_Park-Anapa_Krasnodar_Krai_Southern_District.html,B&B/мини-отель особого типа,,25,"139 Ulitsa Verkhnyaya Dorga, Анапа 353450 Россия",62,3.5,3.0,0.8691570174119492
Приобье,https://www.tripadvisor.ru/Hotel_Review-g608960-d3462638-Reviews-Priobye-Anapa_Krasnodar_Krai_Southern_District.html,Лодж,,4,"Пионерский проспект, д. 103, Анапа 353410 Россия",0,5.0,1.25,1.012012012012012
Нина,https://www.tripadvisor.ru/Hotel_Review-g608960-d6438323-Reviews-Nina-Anapa_Krasnodar_Krai_Southern_District.html,Российский пансионат,,7,"ул. Ленина, 16 A, Анапа 353440 Россия",0,4.0,0.9126177024482108,0.821021021021021
Шале,https://www.tripadvisor.ru/Hotel_Review-g608960-d14982049-Reviews-Shale-Anapa_Krasnodar_Krai_Southern_District.html,Небольшой отель,,4,"4 Limannaya Ulitsa, Анапа 353417 Россия",0,4.5,0.9754716981132076,0.912012012012012
"Гостевой дом ""Березка""",https://www.tripadvisor.ru/Hotel_Review-g608960-d6378251-Reviews-Beryozka_Guest_House-Anapa_Krasnodar_Krai_Southern_District.html,Гостевой дом,,3,"п. Джемете, Пионерский пр-т, 70Г/4, Анапа 352000 Россия",0,4.5,0.9461538461538461,0.909009009009009
Эдем,https://www.tripadvisor.ru/Hotel_Review-g608960-d2263916-Reviews-Edem_Hotel-Anapa_Krasnodar_Krai_Southern_District.html,Небольшой отель,,18,"ул. Терская, д. 119 ул. Горького 22, Анапа 353440 Россия",18,3.5,1.2618448637316564,0.7813681663454046
Южная Ночь,https://www.tripadvisor.ru/Hotel_Review-g608960-d6495473-Reviews-Yuzhnaya_Noch-Anapa_Krasnodar_Krai_Southern_District.html,Российский пансионат,,39,"Пионерский Проспект, 68 пос. Джемете, Анапа 353440 Россия",49,3.5,1.0003870716673267,0.8914722005769048
Маленькая Греция,https://www.tripadvisor.ru/Hotel_Review-g608960-d10786492-Reviews-Malenkaya_Gretsiya-Anapa_Krasnodar_Krai_Southern_District.html,Гостиница особого типа,,5,"Кати Соловьяновой, 35, Анапа 353440 Россия",0,4.0,0.9666666666666667,0.815015015015015
Гостиница М+,https://www.tripadvisor.ru/Hotel_Review-g608960-d6163380-Reviews-M_Hotel-Anapa_Krasnodar_Krai_Southern_District.html,Небольшой отель,,3,"ул. Крымская, 11, Анапа 353440 Россия",2,5.0,1.081295131609597,1.0120439103747145
Отель Морская Волна,https://www.tripadvisor.ru/Hotel_Review-g608960-d6678724-Reviews-Hotel_Morskaya_Volna-Anapa_Krasnodar_Krai_Southern_District.html,Отель,,11,"Пионерский пр., 103 / Престижный проезд 9, 22, Анапа 353456 Россия",12,4.5,0.9512424412272668,0.9512424412272668
Алекс,https://www.tripadvisor.ru/Hotel_Review-g608960-d3671639-Reviews-Alex-Anapa_Krasnodar_Krai_Southern_District.html,Гостиница,,4,"241 улица Самбурова, Анапа 353440 Россия",31,5.0,2.3636363636363638,1.059052983180449
Челси Отель,https://www.tripadvisor.ru/Hotel_Review-g608960-d3431679-Reviews-Chelsi_Hotel-Anapa_Krasnodar_Krai_Southern_District.html,Небольшой отель,,9,"ул. Гоголя, д. 97, Анапа 353440 Россия",0,4.0,0.969811320754717,0.827027027027027
Hotel Avdaliya,https://www.tripadvisor.ru/Hotel_Review-g608960-d9784388-Reviews-Hotel_Avdaliya-Anapa_Krasnodar_Krai_Southern_District.html,Небольшой отель,,4,"Pionersky Prospekt, Topoliny Proezd, 4 B, Анапа 353440 Россия",10,4.5,1.0989284882366643,0.92718651884054
Well Hotel,https://www.tripadvisor.ru/Hotel_Review-g608960-d10743860-Reviews-Well_Hotel-Anapa_Krasnodar_Krai_Southern_District.html,Небольшой отель,,5,"Шоссейная, 17А, Анапа 353457 Россия",19,4.0,1.1289075238760773,0.8438465779892184
Катран,https://www.tripadvisor.ru/Hotel_Review-g608960-d8846614-Reviews-Katran-Anapa_Krasnodar_Krai_Southern_District.html,Небольшой отель,,8,"Пионерский проспект, 104в, Анапа 353456 Россия",11,4.0,1.0867458653622175,0.8407159815354049
Акрополис,https://www.tripadvisor.ru/Hotel_Review-g608960-d21057927-Reviews-Akropolis-Anapa_Krasnodar_Krai_Southern_District.html,Небольшой отель,,5,"Золотой берег,  2д/1, Анапа 353440 Россия",11,4.0,1.0301420917773119,0.8317069725263959
Ореховая Роща,https://www.tripadvisor.ru/Hotel_Review-g608960-d6694176-Reviews-Orekhovaya_Roshha-Anapa_Krasnodar_Krai_Southern_District.html,Хостел,,12,"Крутой проезд, 4, Анапа Россия",22,4.0,2.378947368421053,0.8694199510587978
Гостевой дом Два Катрана,https://www.tripadvisor.ru/Hotel_Review-g608960-d12659735-Reviews-Guest_House_Dva_Katrana-Anapa_Krasnodar_Krai_Southern_District.html,Лодж,,3,"Улица Верхняя Дорога 9, Анапа 353440 Россия",29,4.5,1.6346698113207547,0.9530150788117404
Beton Brut,https://www.tripadvisor.ru/Hotel_Review-g608960-d9609583-Reviews-Beton_Brut-Anapa_Krasnodar_Krai_Southern_District.html,Российский пансионат,,295,"Верхняя дорога 120, Анапа 353417 Россия",542,3.0,2.6666666666666665,2.3083441559921076
Villa Daria,https://www.tripadvisor.ru/Hotel_Review-g608960-d17521394-Reviews-Villa_Daria-Anapa_Krasnodar_Krai_Southern_District.html,Отель,,2,"Pionerskiy Prospekt 207 Stroyeniye 2, Анапа 353456 Россия",0,5.0,1.006006006006006,1.006006006006006
Alliot,https://www.tripadvisor.ru/Hotel_Review-g608960-d13942837-Reviews-Alliot-Anapa_Krasnodar_Krai_Southern_District.html,Гостиница особого типа,,2,"73 Ulitsa Verkhnyaya Doroga, Анапа 353440 Россия",0,5.0,1.0666666666666667,1.006006006006006
Отель Авалон,https://www.tripadvisor.ru/Hotel_Review-g608960-d10317276-Reviews-Hotel_Avalon-Anapa_Krasnodar_Krai_Southern_District.html,Небольшой отель,,4,"Буковая 21, Анапа 353456 Россия",0,4.5,0.9754716981132076,0.912012012012012
Жемчужина,https://www.tripadvisor.ru/Hotel_Review-g608960-d2703885-Reviews-Zhemchuzhina-Anapa_Krasnodar_Krai_Southern_District.html,Российский пансионат,,11,"Ленина улица, д. 16, Анапа 353440 Россия",15,4.0,0.9538523012348766,0.8557947932758252
Гостевой дом Анапа-Патио,https://www.tripadvisor.ru/Hotel_Review-g608960-d4236431-Reviews-Anapa_Patio_Guest_House-Anapa_Krasnodar_Krai_Southern_District.html,Небольшой отель,1050.0,25,"Таманская ул., 64Б, Анапа 353440 Россия",14,3.5,1.3445376193803869,0.7963193846350144
Сибур-Юг,https://www.tripadvisor.ru/Hotel_Review-g608960-d8628052-Reviews-Sibur_Yug-Anapa_Krasnodar_Krai_Southern_District.html,Российский санаторий,,5,"Пионерский проспект, 255, Анапа 353456 Россия",0,4.0,0.8446428571428571,0.815015015015015
Boutique Hotel La Melia,https://www.tripadvisor.ru/Hotel_Review-g608960-d16690934-Reviews-Boutique_Hotel_La_Melia-Anapa_Krasnodar_Krai_Southern_District.html,Небольшой отель,,6,"Pionerskiy Prospekt, Анапа 353456 Россия",17,3.5,1.0230840903796878,0.7438146796265158
